1.00996e+06;0.548584
2.21008e+06;1.2501
3.41672e+06;1.94022
5.75737e+06;3.29557
1.15977e+07;6.57438
1.00996e+06;0.550108
2.21008e+06;1.25062
3.41672e+06;1.94531
5.75737e+06;3.2914
1.15977e+07;6.57306
1.00996e+06;0.549893
2.21008e+06;1.25038
3.41672e+06;1.94101
5.75737e+06;3.29121
1.15977e+07;6.57325
1.00996e+06;0.550641
2.21008e+06;1.25035
3.41672e+06;1.9447
5.75737e+06;3.30143
1.15977e+07;6.58464
1.00996e+06;0.55128
2.21008e+06;1.25351
3.41672e+06;1.94434
5.75737e+06;3.29847
1.15977e+07;6.57622
1.00996e+06;0.550916
2.21008e+06;1.24976
3.41672e+06;1.9443
5.75737e+06;3.29223
1.15977e+07;6.57647
1.00996e+06;0.550993
2.21008e+06;1.2518
3.41672e+06;1.94321
5.75737e+06;3.29589
1.15977e+07;6.57542
1.00996e+06;0.55116
2.21008e+06;1.24973
3.41672e+06;1.94367
5.75737e+06;3.29396
1.15977e+07;6.5823
1.00996e+06;0.552628
2.21008e+06;1.25182
3.41672e+06;1.94794
5.75737e+06;3.29401
1.15977e+07;6.57805
1.00996e+06;0.551678
2.21008e+06;1.24902
3.41672e+06;1.94554
5.75737e+06;3.30028
1.15977e+07;6.57449
1.00996e+06;0.552313
2.21008e+06;1.24892
3.41672e+06;1.94237
5.75737e+06;3.30027
1.15977e+07;6.57644
1.00996e+06;0.553715
2.21008e+06;1.25049
3.41672e+06;1.94343
5.75737e+06;3.29927
1.15977e+07;6.58442
1.00996e+06;0.551604
2.21008e+06;1.24946
3.41672e+06;1.94795
5.75737e+06;3.29337
1.15977e+07;6.56897
1.00996e+06;0.550493
2.21008e+06;1.25038
3.41672e+06;1.94309
5.75737e+06;3.29243
1.15977e+07;6.57933
1.00996e+06;0.551384
2.21008e+06;1.24952
3.41672e+06;1.93184
5.75737e+06;3.29172
1.15977e+07;6.58745
1.00996e+06;0.550511
2.21008e+06;1.25195
3.41672e+06;1.94337
5.75737e+06;3.29208
1.15977e+07;6.58721
1.00996e+06;0.552185
2.21008e+06;1.25141
3.41672e+06;1.94094
5.75737e+06;3.29721
1.15977e+07;6.5801
1.00996e+06;0.551187
2.21008e+06;1.25094
3.41672e+06;1.94301
5.75737e+06;3.2982
1.15977e+07;6.57883
1.00996e+06;0.551843
2.21008e+06;1.25403
3.41672e+06;1.94743
5.75737e+06;3.29304
1.15977e+07;6.57492
1.00996e+06;0.551564
2.21008e+06;1.25041
3.41672e+06;1.94346
5.75737e+06;3.29506
1.15977e+07;6.58318